Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
34,10/7/23 13:27,10/7/23 13:27,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=bdiy,1696702760_6521a12887b142.28703547,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,96.228.24.189,-77.41750336,37.33919907,United States,Chester,VA,23831,Yes,Undecided,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,Makes no difference,Oppose,No,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Unsure,Unsure,Yes,Moderate,Graduate degree or higher,18 – 34,Male,White,Independent,bdiy
35,10/7/23 22:53,10/7/23 22:53,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lyxy,1696702909_6521a1bd9de679.01692747,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,72.84.227.71,-77.50340271,37.51470184,United States,Richmond,VA,23225,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,Less likely,Less likely,Makes no difference,Less likely,Oppose,No,"No, I oppose both school choice options",Yes,"No, families should have more choices",Agree,Oppose,No,Moderate,Graduate degree or higher,55 – 64,Female,White,Democrat,lyxy
36,10/7/23 13:28,10/7/23 13:28,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zpte,1696703056_6521a2505b3d22.80623677,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,68.100.67.33,-77.46510315,38.84519958,United States,Centreville,VA,20120,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Unsure,Unsure,Unsure,Conservative,Graduate degree or higher,55 – 64,Male,White,Republican,zpte
37,10/7/23 18:32,10/7/23 18:32,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dlsd,1696702990_6521a20e5781b5.69185322,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,68.32.234.12,-82.01860046,36.69120026,United States,Abingdon,VA,24210,Yes,Vote on Election Day,Republican,Disapprove,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Yes,Unsure,Yes,"No, families should have more choices",Unsure,Unsure,Yes,Moderate,College,35 – 44,Female,White,Republican,dlsd
38,10/7/23 13:30,10/7/23 13:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dwep,1696702993_6521a2115fbee3.38611549,"Mozilla/5.0 (Linux; Android 12; SM-A115A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",,166.137.248.18,-84.38710022,33.74850082,United States,Atlanta,GA,30301,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Unsure,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Support,Unsure,Conservative,High School,55 – 64,Male,White,Republican,dwep
39,10/7/23 13:30,10/7/23 13:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mcrk,1696703276_6521a32c30d398.95733686,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile DuckDuckGo/5 Safari/537.36",,75.75.30.187,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote early in person,Democrat,Disapprove,Disapprove,Unsure,Support,Yes,Parents should defer to teachers and administrators,Makes no difference,More likely,Makes no difference,Makes no difference,Makes no difference,Support,Yes,"Yes, I just support intra-district school choice",Yes,"Yes, there are enough choices already",Unsure,Oppose,Unsure,Liberal,College,18 – 34,Male,White,Democrat,mcrk
40,10/7/23 13:30,10/7/23 13:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qepb,1696703229_6521a2fd0fd674.37380486,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,71.207.134.225,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Unsure,Yes,Parents should defer to teachers and administrators,Makes no difference,More likely,Makes no difference,More likely,More likely,Unsure,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Oppose,No,Liberal,High School,35 – 44,Male,White,Democrat,qepb
41,10/7/23 13:30,10/7/23 13:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rwym,1696703017_6521a2292a44f5.12262297,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,50.205.206.132,-77.11949921,39.0461998,United States,Rockville,MD,20852,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,Less likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Unsure,Yes,Conservative,Graduate degree or higher,55 – 64,Female,Hispanic,Republican,rwym
42,10/7/23 13:30,10/7/23 13:30,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rwym,1696703444_6521a3d43de364.84058636,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,50.205.206.132,-77.11949921,39.0461998,United States,Rockville,MD,20852,Yes,Vote early in person,Democrat,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,Less likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Unsure,Yes,Conservative,Graduate degree or higher,55 – 64,Male,Asian,Republican,rwym
43,10/7/23 13:31,10/7/23 13:31,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=smhc,1696703074_6521a262397113.99222365,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36",,172.58.188.84,-76.98459625,39.0094986,United States,Silver Spring,MD,20903,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Agree,Support,Unsure,Conservative,College,45 – 54,Male,White,Republican,smhc
44,10/8/23 23:03,10/8/23 23:03,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=avpk,1696703220_6521a2f4b453b1.11777484,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,74.110.183.229,-77.39499664,37.46120071,United States,Henrico,VA,23231,Yes,Vote early by mail,Democrat,Approve,Approve,Unsure,Support,Yes,Parents should have a significant influence,More likely,Makes no difference,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Unsure,Oppose,Yes,Conservative,Graduate degree or higher,55 – 64,Male,African American,Democrat,avpk
45,10/7/23 13:32,10/7/23 13:32,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pxft,1696703238_6521a306602007.55476548,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.235.183.46,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Approve,Approve,Oppose,Support,Yes,Unsure,Less likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,College,55 – 64,Female,White,Independent,pxft
46,10/7/23 13:32,10/7/23 13:32,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tmgj,1696703322_6521a35a225a50.04970812,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,174.196.136.127,-77.10140228,38.83050156,United States,Alexandria,VA,22302,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Conservative,Graduate degree or higher,55 – 64,Male,White,Republican,tmgj
47,10/7/23 13:32,10/7/23 13:32,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ohck,1696703332_6521a364e53742.29860279,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.249.235.238,-76.38020325,37.13019943,United States,Poquoson,VA,23662,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Oppose,Yes,Conservative,College,18 – 34,Male,White,Republican,ohck
48,10/7/23 13:33,10/7/23 13:33,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=wmbj,1696703278_6521a32e3da467.71829110,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,73.148.126.52,-77.32589722,37.6719017,United States,Mechanicsville,VA,23116,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Unsure,Parents should have a significant influence,Less likely,Less likely,More likely,More likely,Makes no difference,Oppose,Unsure,"Yes, I just support intra-district school choice",No,"Yes, there are enough choices already",Unsure,Oppose,Yes,Conservative,College,18 – 34,Male,White,Republican,wmbj
49,10/7/23 13:33,10/7/23 13:33,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ifdq,1696703343_6521a36f354e03.77388756,"Mozilla/5.0 (Linux; Android 12; LM-K500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",,172.58.245.190,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Unsure,Unsure,,Moderate,High School,55 – 64,Female,African American,Democrat,ifdq
50,10/8/23 18:35,10/8/23 18:35,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rmrj,1696703282_6521a33215dae7.21714127,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,104.28.79.176,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,Makes no difference,Makes no difference,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Agree,Support,Yes,Conservative,College,35 – 44,Male,Hispanic,Republican,rmrj
51,10/7/23 13:33,10/7/23 13:33,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rwet,1696703361_6521a381c81b21.85440558,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.152.162.163,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Oppose,Unsure,Parents should defer to teachers and administrators,Less likely,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,No,Unsure,No,"Yes, there are enough choices already",Unsure,Unsure,No,Liberal,Graduate degree or higher,45 – 54,Male,White,Democrat,rwet
52,10/7/23 14:04,10/7/23 14:04,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zeob,1696703014_6521a2269aba49.05539080,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",,204.156.182.150,-97.8219986,37.75099945,United States,,,,Yes,Vote early by mail,Democrat,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,Makes no difference,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Conservative,College,55 – 64,Female,Other,Independent,zeob
53,10/7/23 13:34,10/7/23 13:34,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=bmqv,1696702060_65219e6cd7ceb1.29930797,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1",,174.206.40.91,-79.8973999,37.34410095,United States,Roanoke,VA,24019,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Less likely,Less likely,Less likely,Less likely,Unsure,Unsure,Unsure,,,Agree,Support,No,Liberal,Graduate degree or higher,65 or older,Female,White,Democrat,bmqv
54,10/7/23 13:35,10/7/23 13:35,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vubk,1696703403_6521a3ab5355b1.29467422,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,70.16.228.30,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Support,Yes,Parents should defer to teachers and administrators,More likely,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",No,Unsure,Disagree,Oppose,No,Liberal,Graduate degree or higher,18 – 34,Male,White,Democrat,vubk
55,10/7/23 13:36,10/7/23 13:36,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vngg,1696703589_6521a4655d9001.86249601,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,172.58.243.16,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote early by mail,Democrat,Approve,Approve,Support,Support,Yes,Unsure,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Oppose,Unsure,Moderate,Graduate degree or higher,45 – 54,Female,White,Independent,vngg
56,10/7/23 22:15,10/7/23 22:15,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dapd,1696703226_6521a2fa864d81.56897854,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,64.203.244.249,-80.87180328,32.25080109,United States,Bluffton,SC,29910,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Support,No,Conservative,College,65 or older,Male,White,Republican,dapd
57,10/7/23 13:36,10/7/23 13:36,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vvfw,1696703493_6521a4053366e3.26989344,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,174.206.101.68,-77.39499664,37.46120071,United States,Henrico,VA,23231,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,Makes no difference,Oppose,No,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Unsure,Support,Yes,Moderate,High School,35 – 44,Male,White,Republican,vvfw
58,10/7/23 13:37,10/7/23 13:37,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rugv,1696703425_6521a3c1136530.82584142,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.58.188.163,-76.98459625,39.0094986,United States,Silver Spring,MD,20903,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Oppose,Unsure,Conservative,College,45 – 54,Male,Hispanic,Independent,rugv
59,10/7/23 13:40,10/7/23 13:40,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dpje,1696703742_6521a4fe1f57a3.40310907,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",,73.148.41.6,-78.18569946,39.18759918,United States,Winchester,VA,22601,Yes,Vote early by mail,Democrat,Disapprove,Approve,Oppose,Oppose,Unsure,Parents should defer to teachers and administrators,,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,Unsure,Moderate,College,65 or older,Female,White,Democrat,dpje
60,10/7/23 13:40,10/7/23 13:40,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=iyiw,1696703689_6521a4c96b91f9.48857701,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.163.23.101,-77.23829651,38.74810028,United States,Springfield,VA,22153,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Unsure,Unsure,Moderate,College,55 – 64,Female,African American,Independent,iyiw
61,10/7/23 13:41,10/7/23 13:41,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=exwt,1696703822_6521a54ebc1c53.78423650,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,73.250.172.166,-76.6753006,39.34069824,United States,Baltimore,MD,21215,Yes,Vote early by mail,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Unsure,No,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Unsure,Support,No,Moderate,Graduate degree or higher,35 – 44,Female,White,Independent,exwt
